STATE ABBREVIATION,STATE,D,FEC ID#,CANDIDATE NAME (First),CANDIDATE NAME (Last),TOTAL VOTES,PARTY,PRIMARY VOTES,GENERAL VOTES 
MO,Missouri,,n/a,,,,,,
MO,Missouri,7,H0MO07113 ,Billy,Long,,R,55505,104054
MO,Missouri,7,H0MO01165,Marshall ,Works,,R,33498,
MO,Missouri,7,n/a,,,Party Votes:,R,89003,
MO,Missouri,7,H2MO07093 ,Jim,Evans,,D,8671,47282
MO,Missouri,7,H4MO07131,Genevieve,Williams,,D,7457,
MO,Missouri,7,n/a,,,Party Votes:,D,16128,
MO,Missouri,7,H4MO07107,Kevin,Craig,,LIB,764,12584
MO,Missouri,7,n/a,,,Party Votes:,LIB,764,
MO,Missouri,7,H0MO04151,Nikolas,Bruce,,W,,32
MO,Missouri,7,H0MO04151,John C.,Hagerty,,W,,3
MO,Missouri,7,H0MO04151,Martin,Lindstedt,,W,,2
MO,Missouri,7,n/a,,,District Votes:,,105895,163957
MO,Missouri,,n/a,,,,,,
MO,Missouri,8,H4MO08162 ,Jason ,Smith,,R,66511,106124
MO,Missouri,8,n/a,,,Party Votes:,R,66511,
MO,Missouri,8,H4MO08212,Barbara,Stocker,,D,28303,38721
MO,Missouri,8,n/a,,,Party Votes:,D,28303,
MO,Missouri,8,H4MO08220,Terry,Hampton,,IND,,6821
MO,Missouri,8,H4MO08188,Doug,Enyart,,CON,368,3799
MO,Missouri,8,n/a,,,Party Votes:,CON,368,
MO,Missouri,8,H0MO08277,Rick ,Vandeven,,LIB,462,3759
MO,Missouri,8,n/a,,,Party Votes:,LIB,462,
MO,Missouri,8,n/a,,,District Votes:,,95644,159224
MO,Missouri,,n/a,,,,,,
MO,Missouri,H,n/a,,,Total State Votes:,,827002,1426303
,,,n/a,,,,,,
MT,Montana,0,H4MT01041,Ryan,Zinke,,R,43766,203871
MT,Montana,0,H4MT01033,Corey ,Stapleton,,R,38591,
MT,Montana,0,H4MT00050,Matt,Rosendale,,R,37965,
MT,Montana,0,H4MT01058,Elsie,Arntzen,,R,9011,
MT,Montana,0,H4MT00084,Drew,Turiano,,R,2290,
MT,Montana,0,n/a,,,Party Votes:,R,131623,
MT,Montana,0,H4MT00068,John ,Lewis,,D,42588,148690
MT,Montana,0,H8MT00051,John ,Driscoll,,D,28580,
MT,Montana,0,n/a,,,Party Votes:,D,71168,
MT,Montana,0,H8MT01141,Mike,Fellows,,LIB,Unopposed,15402
MT,Montana,0,n/a,,,District Votes:,,202791,367963
MT,Montana,H,n/a,,,Total State Votes:,,202791,367963
,,,n/a,,,,,,
NE,Nebraska,1,H4NE01064,Jeff,Fortenberry,,R,61171,123219
NE,Nebraska,1,H0NE01070,Jessica L.,Turek,,R,5357,
NE,Nebraska,1,H0NE03191 ,Dennis L.,Parker,,R,4110,
NE,Nebraska,1,n/a,,,Party Votes:,R,70638,
NE,Nebraska,1,H4NE01163,Dennis P.,Crawford,,D,23336,55838
NE,Nebraska,1,n/a,,,Party Votes:,D,23336,
NE,Nebraska,1,H4NE01163,Dennis P.,Crawford,,N(D),804,
NE,Nebraska,1,n/a,,,Party Votes:,N(D),804,
NE,Nebraska,1,H4NE01064,Jeff,Fortenberry,,N(R),2502,
NE,Nebraska,1,H0NE01070,Jessica L.,Turek,,N(R),545,
NE,Nebraska,1,H0NE03191 ,Dennis L.,Parker,,N(R),297,
NE,Nebraska,1,n/a,,,Party Votes:,N(R),3344,
NE,Nebraska,1,n/a,,,District Votes:,,98122,179057
NE,Nebraska,,n/a,,,,,,
NE,Nebraska,2,H4NE02054,Brad ,Ashford,,D,16571,83872
NE,Nebraska,2,H2NE02116,Mark ,Aupperle,,D,3764,
NE,Nebraska,2,n/a,,,Party Votes:,D,20335,
NE,Nebraska,2,H8NE02139 ,Lee,Terry,,R,25169,78157
NE,Nebraska,2,H4NE02096 ,Dan,Frei,,R,21959,
NE,Nebraska,2,n/a,,,Party Votes:,R,47128,
NE,Nebraska,2,H8NE02204,Steven,Laird,,LIB,67,9021
NE,Nebraska,2,H4NE02104 ,Andy ,Shambaugh,,LIB,43,
NE,Nebraska,2,n/a,,,Party Votes:,LIB,110,
NE,Nebraska,2,H4NE02054,Brad ,Ashford,,N(D),418,
NE,Nebraska,2,H2NE02116,Mark ,Aupperle,,N(D),108,
NE,Nebraska,2,n/a,,,Party Votes:,N(D),526,
NE,Nebraska,2,H8NE02204,Steven,Laird,,N(LIB),10,
NE,Nebraska,2,H4NE02104 ,Andy ,Shambaugh,,N(LIB),10,
NE,Nebraska,2,n/a,,,Party Votes:,N(LIB),20,
NE,Nebraska,2,H4NE02096 ,Dan,Frei,,N(R),1101,
NE,Nebraska,2,H8NE02139 ,Lee,Terry,,N(R),643,
NE,Nebraska,2,n/a,,,Party Votes:,N(R),1744,
NE,Nebraska,2,H0NE03191 ,,Scattered,,W,,459
NE,Nebraska,2,n/a,,,District Votes:,,69863,171509
NE,Nebraska,,n/a,,,,,,
NE,Nebraska,3,H6NE03115 ,Adrian,Smith,,R,66586,139440
NE,Nebraska,3,H4NE03060,Tom,Brewer,,R,30996,
NE,Nebraska,3,n/a,,,Party Votes:,R,97582,
NE,Nebraska,3,H2NE03023,Mark ,Sullivan,,D,19936,45524
NE,Nebraska,3,n/a,,,Party Votes:,D,19936,
NE,Nebraska,3,H2NE03023,Mark ,Sullivan,,N(D),133,
NE,Nebraska,3,n/a,,,Party Votes:,N(D),133,
NE,Nebraska,3,H6NE03115 ,Adrian,Smith,,N(R),527,
NE,Nebraska,3,H4NE03060,Tom,Brewer,,N(R),470,
NE,Nebraska,3,n/a,,,Party Votes:,N(R),997,
NE,Nebraska,3,n/a,,,District Votes:,,118648,184964
NE,Nebraska,,n/a,,,,,,
NE,Nebraska,H,n/a,,,Total State Votes:,,286633,535530
NE,Nebraska,,n/a,,,,,,
,,,n/a,,,,,,
NV,Nevada,1,H8NV03036 ,Dina,Titus,,D,12966,45643
NV,Nevada,1,H2NV01223,Herbert Glenn,Peters,,D,2106,
NV,Nevada,1,n/a,,,Party Votes:,D,15072,
NV,Nevada,1,H4NV01153,Annette,Teijeiro,,R,6083,30413
NV,Nevada,1,H4NV01146 ,Jose,Padilla,,R,5045,
NV,Nevada,1,n/a,,,Party Votes:,R,11128,
NV,Nevada,1,H4NV01179 ,Richard "Ricardo Carlos",Charles,,LIB,,2617
NV,Nevada,1,H4NV01187,Kamau,Bakari,,IAP,,1626
NV,Nevada,1,n/a,,,District Votes:,,26200,80299
NV,Nevada,,n/a,,,,,,
NV,Nevada,2,H2NV02395 ,Mark E.,Amodei,,R,Unopposed,122402
NV,Nevada,2,H4NV02151,Kristen ,Spees,,D,8206,52016
NV,Nevada,2,H4NV02128 ,Brian ,Dempsey,,D,6804,
NV,Nevada,2,H4NV02136,Vance,Alm,,D,3225,
NV,Nevada,2,H4NV02144 ,Ed ,Lee,,D,3164,
NV,Nevada,2,n/a,,,Party Votes:,D,21399,
NV,Nevada,2,H2NV02205,Janine,Hansen,,IAP,,11792
NV,Nevada,2,n/a,,,District Votes:,,21399,186210
NV,Nevada,,n/a,,,,,,
NV,Nevada,3,H0NV03058,Joe,Heck,,R,Unopposed,88528
NV,Nevada,3,H4NV03084 ,Erin,Bilbray,,D,13204,52644
NV,Nevada,3,H4NV03100 ,Zachary "Mr. Z.",Campbell,,D,2511,
NV,Nevada,3,n/a,,,Party Votes:,D,15715,
NV,Nevada,3,H4NV03126 ,David,Goossen,,IND,,1637
NV,Nevada,3,H4NV03118,Randy,Kimmick,,LIB,,1566
NV,Nevada,3,H4NV03134 ,Steven,St. John,,IND,,1344
NV,Nevada,3,n/a,,,District Votes:,,15715,145719
NV,Nevada,,n/a,,,,,,
NV,Nevada,4,H4NV04017 ,Cresent,Hardy,,R,10398,63466
NV,Nevada,4,H4NV04025 ,Niger,Innis,,R,8077,
NV,Nevada,4,H4NV04033,Mike ,Monroe,,R,5393,
NV,Nevada,4,H4NV04041 ,Carlo "Mazunga",Poliak,,R,523,
NV,Nevada,4,n/a,,,Party Votes:,R,24391,
NV,Nevada,4,H2NV04011 ,Steven A.,Horsford,,D,16269,59844
NV,Nevada,4,H4NV03142,'Mark J., Jr.',Budetich,,D,1532,
NV,Nevada,4,H2NV02387,Sid,Zeller,,D,1498,
NV,Nevada,4,n/a,,,Party Votes:,D,19299,
NV,Nevada,4,H4NV04058 ,Steve ,Brown,,LIB,,4119
NV,Nevada,4,H0NV02167,Russell,Best,,IAP,,3352
NV,Nevada,4,n/a,,,District Votes:,,43690,130781
NV,Nevada,,n/a,,,,,,
NV,Nevada,H,n/a,,,Total State Votes:,,107004,543009
,,,n/a,,,,,,
NH,New Hampshire,1,H0NH01217,Frank C.,Guinta,,R,29246,125508
NH,New Hampshire,1,H4NH01219,Dan ,Innis,,R,24342,
NH,New Hampshire,1,H4NH01235,Brendan,Kelly,,R,4999,
NH,New Hampshire,1,H4NH01227,Everett,Jabour,,R,996,
NH,New Hampshire,1,n/a,,Scattered,,W(R),83,
NH,New Hampshire,1,H6NH01230,Carol,Shea-Porter,,W(R),40,
NH,New Hampshire,1,n/a,,,Party Votes:,R,59706,
NH,New Hampshire,1,H6NH01230,Carol,Shea-Porter,,D,16956,116769
NH,New Hampshire,1,n/a,,Scattered,,W(D),113,
NH,New Hampshire,1,H0NH01217,Frank C.,Guinta,,W(D),108,
NH,New Hampshire,1,H4NH01219,Dan ,Innis,,W(D),92,
NH,New Hampshire,1,H4NH01235,Brendan,Kelly,,W(D),10,
NH,New Hampshire,1,H4NH01227,Everett,Jabour,,W(D),4,
NH,New Hampshire,1,n/a,,,Party Votes:,D,17283,
NH,New Hampshire,1,n/a,,,,,,
NH,New Hampshire,1,n/a,,Scattered,,W,,459
NH,New Hampshire,1,n/a,,,District Votes:,,76989,242736
NH,New Hampshire,,n/a,,,,,,
NH,New Hampshire,2,H0NH02181,Ann McLane,Kuster,,D,21269,130700
NH,New Hampshire,2,n/a,,Scattered,,W(D),144,
NH,New Hampshire,2,H4NH02241,Marilinda,Garcia,,W(D),79,
NH,New Hampshire,2,H4NH02233,Gary ,Lambert,,W(D),39,
NH,New Hampshire,2,H4NH02258,Jim ,Lawrence,,W(D),32,
NH,New Hampshire,2,H4NH02266,Mike ,Little,,W(D),6,
NH,New Hampshire,2,n/a,,,Party Votes:,D,21569,
NH,New Hampshire,2,H4NH02241,Marilinda,Garcia,,R,27285,106871
NH,New Hampshire,2,H4NH02233,Gary ,Lambert,,R,15196,
NH,New Hampshire,2,H4NH02258,Jim ,Lawrence,,R,10327,
NH,New Hampshire,2,H4NH02266,Mike ,Little,,R,2489,
NH,New Hampshire,2,n/a,,Scattered,,W(R),103,
NH,New Hampshire,2,H0NH02181,Ann McLane,Kuster,,W(R),64,
NH,New Hampshire,2,n/a,,,Party Votes:,R,55464,
NH,New Hampshire,2,n/a,,Scattered,,W,,613
NH,New Hampshire,2,n/a,,,District Votes:,,77033,238184
NH,New Hampshire,,n/a,,,,,,
NH,New Hampshire,H,n/a,,,Total State Votes:,,154022,480920
NH,New Hampshire,,n/a,,,,,,
,,,n/a,,,,,,
NJ,New Jersey,01 - FULL TERM,H4NJ01084 ,Donald W. ,Norcross,,D,18504,93315
NJ,New Jersey,01 - FULL TERM,H4NJ01100 ,'Frank C., Jr.',Broomell,,D,3871,
NJ,New Jersey,01 - FULL TERM,H4NJ01134,Frank W.,Minor,,D,3303,
NJ,New Jersey,01 - FULL TERM,n/a,,,Party Votes:,D,25678,
NJ,New Jersey,01 - FULL TERM,H4NJ01092,Garry W.,Cobb,,R,6405,64073
NJ,New Jersey,01 - FULL TERM,H4NJ01118,Claire H. ,Gustafson,,R,1337,
NJ,New Jersey,01 - FULL TERM,H4NJ01126,Gerard ,McManus,,R,863,
NJ,New Jersey,01 - FULL TERM,H0NJ01165,Lee,Lucas,,R,767,
NJ,New Jersey,01 - FULL TERM,n/a,,,Party Votes:,R,9372,
NJ,New Jersey,01 - FULL TERM,H4NJ01142 ,Scot John,Tomaszewski,,WDB,,1784
NJ,New Jersey,01 - FULL TERM,H8NJ07041,Robert,Shapiro,,SBP,,1134
NJ,New Jersey,01 - FULL TERM,H8NJ01192,Margaret M.,Chapman,,CN,,1103
NJ,New Jersey,01 - FULL TERM,H4NJ01159,Mike,Berman,,OP,,634
NJ,New Jersey,01 - FULL TERM,H4NJ01167,Donald E.,Letton,,DRP,,449
NJ,New Jersey,01 - FULL TERM,n/a,,,District Votes:,,35050,162492
NJ,New Jersey,,n/a,,,,,,
NJ,New Jersey,01 - UNEXPIRED TERM,H4NJ01084 ,Donald W.,Norcross,,D,17921,92786
NJ,New Jersey,01 - UNEXPIRED TERM,H4NJ01100 ,'Frank C., Jr.',Broomell,,D,3919,
NJ,New Jersey,01 - UNEXPIRED TERM,H4NJ01134,Frank W.,Minor,,D,3247,
NJ,New Jersey,01 - UNEXPIRED TERM,n/a,,,Party Votes:,D,25087,
NJ,New Jersey,01 - UNEXPIRED TERM,H4NJ01092,Garry W.,Cobb,,W(R)/R,359,63727
NJ,New Jersey,01 - UNEXPIRED TERM,n/a,,,Party Votes:,R,359,
NJ,New Jersey,01 - UNEXPIRED TERM,H4NJ01142,Scot John,Tomaszewski,,WDB,,2373
NJ,New Jersey,01 - UNEXPIRED TERM,H8NJ07041 ,Robert ,Shapiro,,SBP,,1647
NJ,New Jersey,01 - UNEXPIRED TERM,H4NJ01167 ,Donald E.,Letton,,DRP,,742
NJ,New Jersey,01 - UNEXPIRED TERM,n/a,,,District Votes:,,25446,161275
NJ,New Jersey,,n/a,,,,,,
NJ,New Jersey,2,H2NJ02037,Frank A. ,LoBiondo,,R,14294,108875
NJ,New Jersey,2,H2NJ02128 ,Mike,Assad,,R,3037,
NJ,New Jersey,2,n/a,,,Party Votes:,R,17331,
NJ,New Jersey,2,H4NJ02140 ,'William J., Jr.',Hughes,,D,11455,66026
NJ,New Jersey,2,H4NJ02157 ,David H. ,Cole,,D,2554,
NJ,New Jersey,2,n/a,,,Party Votes:,D,14009,
NJ,New Jersey,2,H4NJ02173,Alexander H.,Spano,,DRP,,663
NJ,New Jersey,2,H8NJ02133,Gary,Stein,,IND,,612
NJ,New Jersey,2,H0NJ02098,Constantino,Rozzo,,ALP,,501
NJ,New Jersey,2,H4NJ02165,Bayode,Olabisi,,IND,,471
NJ,New Jersey,2,n/a,,,District Votes:,,31340,177148
NJ,New Jersey,,n/a,,,,,,
NJ,New Jersey,3,H4NJ03130 ,Tom,MacArthur,,R,15908,100471
NJ,New Jersey,3,H8NJ09088 ,Steve,Lonegan,,R,10643,
NJ,New Jersey,3,n/a,,,Party Votes:,R,26551,
NJ,New Jersey,3,H4NJ03106,Aimee,Belgard,,D,12425,82537
NJ,New Jersey,3,H0NJ04086,Howard,Kleinhendler,,D,1705,
NJ,New Jersey,3,H4NJ03155,Bruce ,Todd,,D,700,
NJ,New Jersey,3,n/a,,,Party Votes:,D,14830,
NJ,New Jersey,3,H4NJ03163,Frederick John,LaVergne,,DRP,,3095
NJ,New Jersey,3,n/a,,,District Votes:,,41381,186103
NJ,New Jersey,,n/a,,,,,,
NJ,New Jersey,4,H8NJ04014,Christopher H.,Smith,,R,14810,118826
NJ,New Jersey,4,n/a,,,Party Votes:,R,14810,
NJ,New Jersey,4,H4NJ04120,Ruben M. ,Scolavino,,D,8122,54415
NJ,New Jersey,4,n/a,,,Party Votes:,D,8122,
NJ,New Jersey,4,H4NJ04138 ,Scott,Neuman,,DRP,,1608
NJ,New Jersey,4,n/a,,,District Votes:,,22932,174849
NJ,New Jersey,,n/a,,,,,,
NJ,New Jersey,5,H8NJ05052,Scott,Garrett,,R,15972,104678
NJ,New Jersey,5,n/a,,,Party Votes:,R,15972,
NJ,New Jersey,5,H4NJ05135,Roy,Cho,,D,9529,81808
NJ,New Jersey,5,H2NJ05279,Diane,Sare,,D,1031,
NJ,New Jersey,5,n/a,,,Party Votes:,D,10560,
NJ,New Jersey,5,H0NJ05158,Mark D.,Quick,,FA,,2435
NJ,New Jersey,5,n/a,,,District Votes:,,26532,188921
NJ,New Jersey,,n/a,,,,,,
NJ,New Jersey,6,H8NJ03073,'Frank , Jr.',Pallone,,D,11358,72190
NJ,New Jersey,6,n/a,,,Party Votes:,D,11358,
NJ,New Jersey,6,H4NJ06109 ,Anthony E.,Wilkinson,,R,4816,46891
NJ,New Jersey,6,n/a,,,Party Votes:,R,4816,
NJ,New Jersey,6,H4NJ06117,Dorit,Goikhman,,LIB,,1376
NJ,New Jersey,6,n/a,,,District Votes:,,16174,120457
NJ,New Jersey,,n/a,,,,,,
NJ,New Jersey,7,H6NJ12136,Leonard,Lance,,R,15900,104287
NJ,New Jersey,7,H0NJ07196 ,David ,Larsen,,R,13308,
NJ,New Jersey,7,n/a,,,Party Votes:,R,29208,
NJ,New Jersey,7,H4NJ07099 ,Janice ,Kovach,,D,8768,68232
NJ,New Jersey,7,n/a,,,Party Votes:,D,8768,
NJ,New Jersey,7,H0NJ11123,James,Gawron,,LIB,,3478
NJ,New Jersey,7,n/a,,,District Votes:,,37976,175997
NJ,New Jersey,,n/a,,,,,,
NJ,New Jersey,8,H6NJ13191,Albio,Sires,,D,25641,61510
NJ,New Jersey,8,n/a,,,Party Votes:,D,25641,
NJ,New Jersey,8,H4NJ08071,Jude Anthony ,Tiscornia,,R,1973,15141
NJ,New Jersey,8,n/a,,,Party Votes:,R,1973,
NJ,New Jersey,8,H6NJ09058,Herbert H.,Shaw,,PAC,,1192
NJ,New Jersey,8,H2NJ08224,Pablo,Olivera,,WU,,1022
NJ,New Jersey,8,H4NJ08097,Robert,Thorne,,TN,,653
NJ,New Jersey,8,n/a,,,District Votes:,,27614,79518
NJ,New Jersey,,n/a,,,,,,
NJ,New Jersey,9,H6NJ08118,'Bill, Jr.',Pascrell,,D,12907,82498
NJ,New Jersey,9,n/a,,,Party Votes:,D,12907,
NJ,New Jersey,9,H4NJ09111,Dierdre G.,Paul,,R,4474,36246
NJ,New Jersey,9,n/a,,,Party Votes:,R,4474,
NJ,New Jersey,9,H4NJ09129,Nestor,Montilla,,SI,,1715
NJ,New Jersey,9,n/a,,,District Votes:,,17381,120459
NJ,New Jersey,,n/a,,,,,,
NJ,New Jersey,10,H2NJ10154 ,'Donald M., Jr.',Payne,,D,24490,95734
NJ,New Jersey,10,H0NJ10174,Robert Louis,Toussaint,,D,1291,
NJ,New Jersey,10,H4NJ10085 ,Aaron,Fraser,,D,697,
NJ,New Jersey,10,H4NJ10093 ,'Curtis Alphonzo, III',Vaughn,,D,360,
NJ,New Jersey,10,n/a,,,Party Votes:,D,26838,
NJ,New Jersey,10,H4NJ10101 ,Yolanda ,Dentley,,R,1490,14154
NJ,New Jersey,10,n/a,,,Party Votes:,R,1490,
NJ,New Jersey,10,H4NJ10127 ,Gwendolyn A.,Franklin,,BBH,,1237
NJ,New Jersey,10,H4NJ10119,Dark,Angel,,FV,,998
NJ,New Jersey,10,n/a,,,District Votes:,,28328,112123
NJ,New Jersey,,n/a,,,,,,
NJ,New Jersey,11,H2NJ05014,Rodney P.,Frelinghuysen,,R,15697,109455
NJ,New Jersey,11,H4NJ11109,Rick,Van Glahn,,R,7828,
NJ,New Jersey,11,n/a,,,Party Votes:,R,23525,
NJ,New Jersey,11,H4NJ11091,Mark,Dunec,,D,6949,65477
NJ,New Jersey,11,H4NJ11125,Brian,Murphy,,D,1122,
NJ,New Jersey,11,H4NJ11117 ,Lee Anne,Brogowski,,D,1078,
NJ,New Jersey,11,n/a,,,Party Votes:,D,9149,
NJ,New Jersey,11,n/a,,,District Votes:,,32674,174932
NJ,New Jersey,,n/a,,,,,,
NJ,New Jersey,12,H4NJ12149,Bonnie Watson,Coleman,,D,15603,90430
NJ,New Jersey,12,H4NJ12131 ,Linda R.,Greenstein,,D,10089,
NJ,New Jersey,12,H6NJ06187,Upendra,Chivukula,,D,7890,
NJ,New Jersey,12,H4NJ12156 ,Andrew,Zwicker,,D,2668,
NJ,New Jersey,12,n/a,,,Party Votes:,D,36250,
NJ,New Jersey,12,H4NJ12123 ,Alieta,Eck,,R,6617,54168
NJ,New Jersey,12,n/a,,,Party Votes:,R,6617,
NJ,New Jersey,12,H4NJ12172,Don,DeZarn,,LMP,,1330
NJ,New Jersey,12,H8NJ04154,Steven,Welzer,,GRE,,890
NJ,New Jersey,12,H0NJ12170,Kenneth J.,Cody,,TVH,,567
NJ,New Jersey,12,H0NJ06198,Jack,Freudenheim,,SC,,531
NJ,New Jersey,12,H4NJ12164 ,Allen J.,Cannon,,DRP,,450
NJ,New Jersey,12,n/a,,,District Votes:,,42867,148366
NJ,New Jersey,,n/a,,,,,,
NJ,New Jersey,H,n/a,,,Total State Votes:,,385695,1982640
NJ,New Jersey,,n/a,,,,,,
NJ,New Jersey,,n/a,,,,,,
,,,n/a,,,,,,
NM,New Mexico,1,H8NM01257,Michelle,Lujan Grisham,,D,29133,105474
NM,New Mexico,1,n/a,,,Party Votes:,D,29133,
NM,New Mexico,1,H4NM01116,Michael H.,Frese,,R,13300,74558
NM,New Mexico,1,H4NM01124,Richard G. ,Priem,,R,7054,
NM,New Mexico,1,n/a,,,Party Votes:,R,20354,
NM,New Mexico,1,n/a,,,District Votes:,,49487,180032
NM,New Mexico,,n/a,,,,,,
NM,New Mexico,2,H2NM02126,Steve ,Pearce,,R,24598,95209
NM,New Mexico,2,n/a,,,Party Votes:,R,24598,
NM,New Mexico,2,H4NM02072,Roxanne "Rocky",Lara,,D,21751,52499
NM,New Mexico,2,n/a,,,Party Votes:,D,21751,
NM,New Mexico,2,H4NM02080,Jack A.,McGrann,,W,,69
NM,New Mexico,2,n/a,,,District Votes:,,46349,147777
NM,New Mexico,,n/a,,,,,,
NM,New Mexico,3,H8NM03196,Ben R.,Lujan,,D,50709,113249
NM,New Mexico,3,H4NM03070,Robert,Blanch,,D,7207,
NM,New Mexico,3,n/a,,,Party Votes:,D,57916,
NM,New Mexico,3,H2NM03157,Jefferson L. ,Byrd,,R,15690,70775
NM,New Mexico,3,n/a,,,Party Votes:,R,15690,
NM,New Mexico,3,H4NM03088,Thomas F.,Hook,,W,,52
NM,New Mexico,3,n/a,,,,,,
NM,New Mexico,3,n/a,,,District Votes:,,73606,184076
NM,New Mexico,H,n/a,,,Total State Votes:,,169442,511885
NM,New Mexico,,n/a,,,,,,
,,,n/a,,,,,,
NY,New York,1,H8NY01148,Lee M.,Zeldin,,Combined Parties:,,
NY,New York,1,H8NY01148,Lee M.,Zeldin,,CRV,Unopposed,16973
NY,New York,1,H8NY01148,Lee M.,Zeldin,,R,10283,77062
NY,New York,1,H0NY01137,George,Demos,,R,6482,
NY,New York,1,n/a,,,Party Votes:,R,16765,
NY,New York,1,H2NY01067,Timothy H.,Bishop,,D,Unopposed,68387
NY,New York,1,H2NY01067,Timothy H.,Bishop,,IDP,Unopposed,4878
NY,New York,1,H2NY01067,Timothy H.,Bishop,,WF,Unopposed,5457
NY,New York,1,n/a,,Scattered,,W,,108
NY,New York,1,n/a,,,District Votes:,,16765,172865
NY,New York,,n/a,,,,,,
NY,New York,2,H2NY03089,Peter T.,King,,R/TRP,Unopposed,76659
NY,New York,2,H2NY03089,Peter T.,King,,CRV,Unopposed,13789
NY,New York,2,H2NY03089,Peter T.,King,,IDP,Unopposed,4729
NY,New York,2,H8NY04050,Patricia,Maher,,D ,Unopposed,41814
NY,New York,2,H4NY02061,William D.,Stevenson,,GRE,Unopposed,2281
NY,New York,2,n/a,,Scattered,,W,,58
NY,New York,2,n/a,,,District Votes:,,,139330
NY,New York,,n/a,,,,,,
NY,New York,3,H0NY02085,Steve J.,Israel,,D,Unopposed,80393
NY,New York,3,H0NY02085,Steve J.,Israel,,IDP,Unopposed,4448
NY,New York,3,H0NY02085,Steve J.,Israel,,WF,Unopposed,5191
NY,New York,3,H4NY03077,Grant M.,Lally,,R,3439,63219
NY,New York,3,H0NY02176,Stephen A.,Labate,,R,3428,
NY,New York,3,n/a,,,Party Votes:,R,6867,
NY,New York,3,H4NY03077,Grant M.,Lally,,CRV/LIB,Unopposed,11050
NY,New York,3,n/a,,Scattered,,W,,74
NY,New York,3,n/a,,,District Votes:,,6867,164375
NY,New York,,n/a,,,,,,
NY,New York,4,H4NY04075,Kathleen M.,Rice,,WF,Unopposed,6021
NY,New York,4,H4NY04075,Kathleen M.,Rice,,D,7770,83772
NY,New York,4,H4NY04067,Kevan M.,Abrahams,,D,5791,
NY,New York,4,n/a,,,Party Votes:,D,13561,
NY,New York,4,H4NY04091,Bruce A.,Blakeman,,R/TRP,9083,67811
NY,New York,4,H0NY04057,Frank J.,Scaturro,,R,4687,
NY,New York,4,n/a,,,Party Votes:,R,13770,
NY,New York,4,H4NY04091,Bruce A.,Blakeman,,IDP,Unopposed,2437
NY,New York,4,H4NY04091,Bruce A.,Blakeman,,CRV,664,9879
NY,New York,4,n/a,,Opportunity to Ballot,,CRV,333,
NY,New York,4,n/a,,,Party Votes:,CRV,997,
NY,New York,4,n/a,,Scattered,,W,,179
NY,New York,4,n/a,,,District Votes:,,28328,170099
NY,New York,,n/a,,,,,,
NY,New York,5,H8NY06048,Gregory  W.,Meeks,,D,8119,75712
NY,New York,5,H2NY05092,Joseph R.,Marthone,,D,2023,
NY,New York,5,n/a,,,Party Votes:,D,10142,
NY,New York,5,H4NY05106,Allen F.,Steinhardt,,AFC,,3870
NY,New York,5,n/a,,Scattered,,W,,239
NY,New York,5,n/a,,,District Votes:,,10142,79821
NY,New York,,n/a,,,,,,
NY,New York,6,H2NY06116,Grace,Meng,,D,Unopposed,49227
NY,New York,6,H2NY06116,Grace,Meng,,WF,Unopposed,6141
NY,New York,6,n/a,,Scattered,,W,,595
NY,New York,6,n/a,,,District Votes:,,,55963
NY,New York,,n/a,,,,,,
NY,New York,7,H2NY00010,Nydia M.,Valezquez,,WF,Unopposed,9451
NY,New York,7,H2NY00010,Nydia M.,Valezquez,,D,7627,47142
NY,New York,7,H4NY07102,Jeffrey M.,Kurzon,,D,1796,
NY,New York,7,n/a,,,Party Votes:,D,9423,
NY,New York,7,H4NY07110,Jose Luis ,Fernandez,,R,Unopposed,5713
NY,New York,7,H6NY12115,Allan E.,Romaguera,,CRV,Unopposed,1398
NY,New York,7,n/a,,Scattered,,W,,108
NY,New York,7,n/a,,,District Votes:,,9423,63812
NY,New York,,n/a,,,,,,
NY,New York,8,H2NY10092,Hakeem S.,Jeffries,,D,Unopposed,70469
NY,New York,8,H2NY10092,Hakeem S.,Jeffries,,WF,Unopposed,6786
NY,New York,8,H2NY08120,Alan ,Bellone,,CRV,Unopposed,6673
NY,New York,8,n/a,,Scattered,,W,,71
NY,New York,8,n/a,,,District Votes:,,,83999
NY,New York,,n/a,,,,,,
NY,New York,9,H4NY11138,Yvette D.,Clarke,,D,Unopposed,70997
NY,New York,9,H4NY11138,Yvette D.,Clarke,,WF,Unopposed,11662
NY,New York,9,H2NY09110,Daniel J.,Cavanagh,,CRV,Unopposed,9727
NY,New York,9,n/a,,Scattered,,W,,183
NY,New York,9,n/a,,,District Votes:,,,92569
NY,New York,,n/a,,,,,,
NY,New York,10,H2NY17071,Jerrold L.,Nadler,,D,Unopposed,73945
NY,New York,10,H2NY17071,Jerrold L.,Nadler,,WF,Unopposed,15135
NY,New York,10,H4NY10106,Ross,Brady,,CRV,Unopposed,12042
NY,New York,10,H4NY10114,Michael J.,Dilger,,FEP,Unopposed,554
NY,New York,10,n/a,,Scattered,,W,,205
NY,New York,10,n/a,,,District Votes:,,,101881
NY,New York,,n/a,,,,,,
NY,New York,11,H0NY13074,Michael G.,Grimm,,R,Unopposed,48291
NY,New York,11,H0NY13074,Michael G.,Grimm,,CRV,Unopposed,8251
NY,New York,11,H0NY13074,Michael G.,Grimm,,IDP,Unopposed,2344
